4002000001033021	4312123421433421
0320000330024001	1324241331424231
0302400100003104	1342423124133124
4003200104300010	4123234114323214
2004340200210000	2134341243211243
3100040000131002	3124243142131342
1034002100002400	1234432131422413
0000020103140430	4123324123141432
1023000130040100	1423234132144132
0142020100000310	3142423114232314
2400000202010320	2413314242311324
0200103020030301	3214143221434321
3020000003022103	3421123443122143
2004010012403000	2314413212433421
0304021030420000	1324421331422431
2000001203201030	2143341243211234
2034042000004200	2134342113424213
2340000314000200	2341412314323214
2400104202000003	2431134232144123
4030020100041003	4132324123141423
0400024303102000	3421124343122134
0000041330404002	1324241332414132
4230010000001420	4231314223141423
0400100041200301	3412123441232341
0402004000311004	3412214342311324
0001040242100020	2341143242133124
0002400301002031	1342421331242431
0003041000301320	2143341242311324
0000040340011230	3142241343211234
0314000002004130	2314142332414132
3021200440030000	3421213442131342
1002043002103000	1342243142133124
1000200440203200	1432231441233241
0200100201002310	3241143241232314
0140030130020004	2143432134121234
4020324004300000	4123324114322314
0024000040310302	3124241342311342
0020040000320241	1324241341323241
3201000004020304	3241412314322314
0000340003212030	1243341243212134
1003200032400100	1423231432414132
4100004000032304	4132324114232314
0032301410000001	4132321414232341
0300003204203004	2341413214233214
2000314000010034	2413314243211234
0200400200030324	3241413224131324
0024000103024003	3124243113424213
0400302042101000	2431312442131342
0314012000410000	2314412332411432
3102403000100003	3142423123141423
0100200340300024	3142241342311324
0201000040022304	3241142341322314
0040140003140020	3241143223144123
0020000440313100	1423231442313142
0002000412004320	3412213412434321
0000041202340300	2143341212344321
2403030000004102	2413132432414132
0123004004001200	4123234134121234
0014000030414003	2314143232414123
0304100340020200	2314142341323241
3020021000000432	3124421323411432
2004032100120000	2134432134121243
0321003020003010	4321123421433412
1002040342300000	1342241342313124
0001132030400200	2431132431424213
0013030000400431	4213132431422431
0203431000000420	1243431221343421
4003021403001000	4123321423411432
0130321003400000	4132321423411423
0124001013000400	3124421313422431
0034300012030001	2134341212434321
0402300041000014	1432324141232314
0304203100030040	1324243142133142
0134001030000023	2134431232411423
3400004010300302	3421214312344312
0100301404302000	4123321414322341
0140003120000320	3142423124131324
2340100040300200	2341142341323214
0104200000424030	3124241313424231
4020320004010002	4123321424311342
4201100000022400	4231132431422413
1320020120000040	1324423124133142
4130004010002003	4132324113242413
0003014212000300	2413314212344321
1300003041203000	1342243141233214
0000312000402410	4231312413422413
4021200310000400	4321214312343412
0004031200002043	1234431234212143
0104001320000042	3124421324311342
2000010443021000	2431312443121243
3002203440000003	3412213443211243
0003430201202000	1243431231242431
0000031004212030	1243431234212134
3204000003400120	3214143223414123
4021203030000003	4321213434121243
0400013400000312	3421213412434312
2040030102003002	2143432112343412
4000104320040001	4312124321343421
0013000440020240	2413132441323241
4030030020130040	4231132424133142
